gene	process	chr	function	ENSG
PDHA2	Formation of Acetyl CoA	4	PDHA2: Catalyzes the overall conversion of pyruvate to acetyl-CoA	ENSG00000163114
PDHB	Formation of Acetyl CoA	3	PDHB: Catalyzes the overall conversion of pyruvate to acetyl-CoA	ENSG00000168291
PDHX	Formation of Acetyl CoA	11	PDHX: Catalyzes the conversion of pyruvate to acetyl coenzyme A	ENSG00000110435
DLAT	Formation of Acetyl CoA	11	DLAT: Catalyzes the conversion of pyruvate to acetyl coenzyme A	ENSG00000150768
SLC2A1	Glycolysis	1	SLC2A1: A major glucose transporter in the mammalian blood-brain barrier	ENSG00000117394
SLC2A2	Glycolysis	3	SLC2A2: Mediates facilitated bidirectional glucose transport of the liver, islet beta cells, intestine, and kidney epithelium	ENSG00000163581
SLC2A3	Glycolysis	12	SLC2A3: Solute carrier family 2 (facilitated glucose transporter), member 3	ENSG00000059804
SLC2A4	Glycolysis	17	SLC2A4: Insulin-regulated facilitative glucose transporter	ENSG00000181856
SLC2A5	Glycolysis	1	SLC2A5: Solute carrier family 2 (facilitated glucose/fructose transporter), member 5	ENSG00000142583
HK1	Glycolysis	10	HK1: Hexokinases phosphorylate glucose to produce glucose-6-phosphate	ENSG00000156515
HK2	Glycolysis	2	HK2: Hexokinases phosphorylate glucose to produce glucose-6-phosphate	ENSG00000159399
HK3	Glycolysis	5	HK3: Hexokinases phosphorylate glucose to produce glucose-6-phosphate	ENSG00000160883
GCK	Glycolysis	7	GCK: Hexokinases phosphorylate glucose to produce glucose-6-phosphate	ENSG00000106633
GPI	Glycolysis	19	GPI: Glycolytic enzyme that interconverts glucose-6-phophsate and fructose-6-phosphate	ENSG00000105220
PFKL	Glycolysis	21	PFKL: Catalyzes the conversion of fructose 6-phosphate to fructose 1,6-bisphosphate	ENSG00000141959
PFKM	Glycolysis	12	PFKM: Catalyzes the phosphorylation of fructose-6-phosphate to fructose-1,6-bisphosphate	ENSG00000152556
PFKP	Glycolysis	10	PFKP: Catalyzes the irreversible conversion of fructose-6-phosphate to fructose-1,6-bisphosphate	ENSG00000067057
ALDOA	Glycolysis	16	ALDOA: Catalyzes the reversible conversion of fructose-1,6-bisphosphate to glyceraldehyde 3-phosphate and dihydroxyacetone phosphate	ENSG00000149925
ALDOB	Glycolysis	9	ALDOB: Catalyzes the reversible conversion of fructose-1,6-bisphosphate to glyceraldehyde 3-phosphate and dihydroxyacetone phosphate	ENSG00000136872
ALDOC	Glycolysis	17	ALDOC: Catalyzes the reversible conversion of fructose-1,6-bisphosphate to glyceraldehyde 3-phosphate and dihydroxyacetone phosphate	ENSG00000109107
TPI1	Glycolysis	12	TPI1: Catalyzes the isomerization of glyceraldehydes 3-phosphate and dihydroxy-acetone phosphate	ENSG00000111669
GAPDH	Glycolysis	12	GAPDH: Catalyzes the reversible oxidative phosphorylation of glyceraldehyde-3-phosphate and may also inhibit Caspase independent cell death in apoptosis	ENSG00000111640
GAPDHS	Glycolysis	19	GAPDHS: Catalyzes the reversible oxidative phosphorylation of glyceraldehyde-3-phosphate	ENSG00000105679
PGK1	Glycolysis	X	PGK1: Catalyzes the conversion of 1,3-diphosphoglycerate to 3-phosphoglycerate	ENSG00000102144
PGK2	Glycolysis	6	PGK2: Catalyzes the reversible conversion of 1,3-bisphosphoglycerate to 3-phosphoglycerate	ENSG00000170950
PGAM1	Glycolysis	10	PGAM1: Catalyzes the reversible reaction of 3-phosphoglycerate to 2-phosphoglycerate	ENSG00000171314
PGAM2	Glycolysis	7	PGAM2: Catalyzes the reversible reaction of 3-phosphoglycerate to 2-phosphoglycerate	ENSG00000164708
ENO1	Glycolysis	1	ENO1: Catalyzes the dehydration of 2-phosphoglycerate to phosphoenolpyruate	ENSG00000074800
ENO2	Glycolysis	12	ENO2: Catalyzes the dehydration of 2-phosphoglycerate to phosphoenolpyruate	ENSG00000111674
ENO3	Glycolysis	17	ENO3: Catalyzes the dehydration of 2-phosphoglycerate to phosphoenolpyruate	ENSG00000108515
PKLR	Glycolysis	1	PKLR: Catalyzes the transphosphorylation of phohsphoenolpyruvate into pyruvate and ATP	ENSG00000143627
PKM2	Glycolysis	15	PKM2: Catalyzes the transphosphorylation of phohsphoenolpyruvate into pyruvate and ATP	ENSG00000067225
LDHAL6B	Glycolysis	15	LDHAL6B: Catalyzes the interconversion of pyruvate to lactate and back	ENSG00000171989
LDHC	Glycolysis	11	LDHC: Catalyzes the interconversion of pyruvate to lactate and back	ENSG00000166796
LDHB	Glycolysis	12	LDHB: Catalyzes the interconversion of pyruvate to lactate and back	ENSG00000111716
LDHA	Glycolysis	11	LDHA: Catalyzes the interconversion of pyruvate to lactate and back	ENSG00000134333
ACAD9	Electron transport chain	3	ACAD9: Role in the assembly of Complex I and might also be involved in the Fatty acid beta-oxidation	ENSG00000177646
FOXRED1	Electron transport chain	11	FOXRED1: Complex I assembly factor	ENSG00000110074
ATPAF1	Electron transport chain	1	ATPAF1: Complex V assembly factor, essential for assembly of alpha + beta heterooligomer	ENSG00000123472
ATPAF2	Electron transport chain	17	ATPAF2: Complex V assembly factor, essential for assembly of alpha + beta heterooligome	ENSG00000171953
BCS1L	Electron transport chain	2	BCS1L: Involved in the assembly of complex III of the mitochondrial respiratory chain	ENSG00000074582
C7orf44	Electron transport chain	7	C7orf44: COA1 Complex IV assembly factor	ENSG00000106603
CCDC56	Electron transport chain	17	CCDC56: COA3 Complex IV assembly factor	ENSG00000183978
CHCHD8	Electron transport chain	11	CHCHD8: COA4 Complex IV assembly factor	ENSG00000181924
COA5	Electron transport chain	2	COA5: Complex IV assembly factor	ENSG00000183513
C1orf31	Electron transport chain	1	C1orf31: COA6 Complex IV assembly factor	ENSG00000168275
SELRC1	Electron transport chain	1	SELRC1: COA7 Complex IV assembly factor	ENSG00000162377
COX10	Electron transport chain	17	COX10: Complex IV assembly factor	ENSG00000006695
COX11	Electron transport chain	17	COX11: Complex IV assembly factor	ENSG00000166260
COX14	Electron transport chain	12	COX14: Complex IV assembly factor	ENSG00000178449
COX15	Electron transport chain	10	COX15: Complex IV assembly factor, may function in the regulation and assembly of the complex	ENSG00000014919
COX17	Electron transport chain	3	COX17: Complex IV assembly factor, may function in the regulation and assembly of the complex	ENSG00000138495
COX18	Electron transport chain	4	COX18: Complex IV assembly factor	ENSG00000163626
COX19	Electron transport chain	7	COX19: Complex IV assembly factor	ENSG00000240230
COX20	Electron transport chain	1	COX20: Complex IV assembly factor	ENSG00000203667
ECSIT	Electron transport chain	19	ECSIT: Interactcs with NDUFAF1 and functions in Complex I assembly	ENSG00000130159
NDUFAF1	Electron transport chain	15	NDUFAF1: Required in the assembly of Complex I	ENSG00000137806
NDUFAF2	Electron transport chain	5	NDUFAF2: Required in the assembly of Complex I	ENSG00000164182
NDUFAF3	Electron transport chain	3	NDUFAF3: Required in the assembly of Complex I	ENSG00000178057
NDUFAF4	Electron transport chain	6	NDUFAF4: Complex I assembly factor required in the assembly of Complex I	ENSG00000123545
C20orf7	Electron transport chain	20	C20orf7: NDUFAF5 is required for complex I assembly	ENSG00000101247
C8orf38	Electron transport chain	8	C8orf38: NDUFAF6 important role in the assembly of complex I	ENSG00000156170
C2orf56	Electron transport chain	2	C2orf56: NDUFAF7 methylates arginine 85 in the NDUFS2 subunit of human complex I	ENSG00000003509
NUBPL	Electron transport chain	14	NUBPL: Possible role in the delivery of one or more Fe/S clusters to complex I subunits	ENSG00000151413
SCO1	Electron transport chain	17	SCO1: Complex IV assembly factor, Incorporation of copper atoms in the catalytic sites of the nascent complex	ENSG00000133028
SCO2	Electron transport chain	22	SCO2: Complex IV assembly factor, involved in the biogenesis of cytochrome c oxidase subunit II	ENSG00000130489
SDHAF1	Electron transport chain	19	SDHAF1: Essential for complex II assembly	ENSG00000205138
SDHAF2	Electron transport chain	11	SDHAF2: Required for flavination of a succinate dehydrogenase complex	ENSG00000167985
SURF1	Electron transport chain	9	SURF1: Complex IV assembly factor, involved in the biogenesis of the cytochrome c oxidase complex	ENSG00000148290
TMEM126B	Electron transport chain	11	TMEM126B: Component of the mitochondrial complex I assembly complex	ENSG00000171204
UQCC	Electron transport chain	20	UQCC: Complex III assembly factor, ubiquinol-cytochrome c reductase complex assembly factor 1	ENSG00000101019
MNF1	Electron transport chain	6	MNF1: Complex III assembly factor, ubiquinol-cytochrome c reductase complex assembly factor 2	ENSG00000137288
TTC19	Electron transport chain	17	TTC19: Complex III assembly factor	ENSG00000011295
HCCS	Electron transport chain	X	HCCS: Complex III assembly factor, covalently links a heme group to the apoprotein of cytochrome c	ENSG00000004961
PTCD2	Electron transport chain	5	PTCD2: Complex III assembly factor, maturation and stabilization of cytochrome b mRNA	ENSG00000049883
TMEM70	Electron transport chain	8	TMEM70: Complex V assembly factor, may play a role in biogenesis of mitochondrial ATP synthase	ENSG00000175606
FXN	Fe-S cluster biosynthesis	9	FXN: Functions in regulating mitochondrial iron transport and respiration	ENSG00000165060
ISCU	Fe-S cluster biosynthesis	12	ISCU: Iron sulphur cluster assembly enzyme, Fe-S cluster intermediate is formed on it	ENSG00000136003
NFS1	Fe-S cluster biosynthesis	20	NFS1: The sulfide for Fe-S clusters originates from cysteine via the action of NFS1	ENSG00000244005
LYRM4	Fe-S cluster biosynthesis	6	LYRM4: Assembles with NFS1	ENSG00000214113
SLC25A37	Fe-S cluster biosynthesis	8	SLC25A37: Functions as an essential iron importer	ENSG00000147454
SLC25A28	Fe-S cluster biosynthesis	10	SLC25A28: Mitochondrial iron transporter	ENSG00000155287
FDXR	Fe-S cluster biosynthesis	17	FDXR: Provide reducing equivalents in an electron transfer chain contribute to iron-sulfur cluster biogenesis	ENSG00000161513
FDX1	Fe-S cluster biosynthesis	11	FDX1: Small iron-sulfur protein, transfers electrons from NADPH to mitochondrial cytochrome P450	ENSG00000137714
FDX1L	Fe-S cluster biosynthesis	19	FDX1L: Transfers electrons from NADPH to mitochondrial cytochrome P450	ENSG00000267673
HSCB	Fe-S cluster biosynthesis	22	HSCB: Mitochondrial iron-sulfur cluster co-chaperone	ENSG00000100209
GLRX5	Fe-S cluster biosynthesis	14	GLRX5: Fe-S cluster transfer protein directly to the apoprotein	ENSG00000182512
NFU1	Fe-S cluster biosynthesis	2	NFU1: Protein assembles and transfers 4Fe-4S clusters to target apoproteins	ENSG00000169599
BOLA3	Fe-S cluster biosynthesis	2	BOLA3: Rrole in the biogenesis of iron-sulfur clusters	ENSG00000163170
FTMT	Fe-S cluster biosynthesis	5	FTMT: Shows ferroxidase activity and binds iron	ENSG00000181867
ABCB7	Fe-S cluster biosynthesis	X	ABCB7: Exports an sulphur product (X) from the mitochondrial iron sulphor cluster system to cytosol	ENSG00000131269
NUBP2	Fe-S cluster biosynthesis	16	NUBP2: Required for the assembly of cyotosolic iron-sulfur proteins	ENSG00000095906
NUBP1	Fe-S cluster biosynthesis	16	NUBP1: Essential for both cytosolic iron-sulfur protein assembly and iron homeostasis	ENSG00000103274
CIAPIN1	Fe-S cluster biosynthesis	16	CIAPIN1: Facilitates NUBP1 and NUBP2 assembly	ENSG00000005194
GFER	Fe-S cluster biosynthesis	16	GFER: Facilitates ABCB7 and essential for assembly of cytosolic Fe–S proteins	ENSG00000127554
ISCA1	Fe-S cluster biosynthesis	9	ISCA1: Involved in the biogenesis and assembly of iron-sulfur clusters	ENSG00000135070
ISCA2	Fe-S cluster biosynthesis	14	ISCA2: Involved in the maturation of mitochondrial iron-sulfur proteins	ENSG00000165898
IBA57	Fe-S cluster biosynthesis	1	IBA57: Involved in the maturation of mitochondrial iron-sulfur proteins	ENSG00000181873
CIAO1	Fe-S cluster biosynthesis	2	CIAO1: Cytosolic Fe-S cluster biogenesis and maturation	ENSG00000144021
FAM96A	Fe-S cluster biosynthesis	15	FAM96A: Components of the cytosolic Fe/S protein assembly (CIA) machinery	ENSG00000166797
FAM96B	Fe-S cluster biosynthesis	16	FAM96B: Components of the cytosolic Fe/S protein assembly (CIA) machinery	ENSG00000166595
MMS19	Fe-S cluster biosynthesis	10	MMS19: Cytosolic Fe/S protein assembly targeting factor	ENSG00000155229
NARF	Fe-S cluster biosynthesis	17	NARF: Cytosolic Fe-S protein maturation	ENSG00000141562
MFN1	Mitochondrial Dynamics	3	MFN1: Involved in the mitochondrial fusion, mitofusins dimerize resulting in the tethering of the outer membranes of the fusing mitochondria also involved in the tethering of Endoplasmic reticulum with mitochondria for mitochondrial calcium uptake	ENSG00000171109
MFN2	Mitochondrial Dynamics	1	MFN2: Involved in the mitochondrial fusion, mitofusins dimerize resulting in the tethering of the outer membranes of the fusing mitochondria also involved in the tethering of Endoplasmic reticulum with mitochondria for mitochondrial calcium uptake	ENSG00000116688
OPA1	Mitochondrial Dynamics	3	OPA1: Involved in the mitochondrial fusion, initiates inner membrane fusion	ENSG00000198836
PHB2	Mitochondrial Dynamics	12	PHB2: Involved in the mitochondrial fusion, scaffold proteins PHB2 and STOML2 coordinate stability of the OPA1	ENSG00000215021
STOML2	Mitochondrial Dynamics	9	STOML2:  Involved in the mitochondrial fusion, scaffold proteins PHB2 and STOML2 coordinate stability of the OPA1	ENSG00000165283
PINK1	Mitochondrial Dynamics	1	PINK1: Involved in the mitochondrial fusion, PINK1 phosphorylates PARK2 and inturn PARK2 induced ubiquitination of mitofusins may target mitochondria for mitophagy	ENSG00000158828
PARK2	Mitochondrial Dynamics	6	PARK2: Involved in the mitochondrial fusion, PARK2 induced ubiquitination of mitofusins may target mitochondria for mitophagy	ENSG00000185345
OPA3	Mitochondrial Dynamics	19	OPA3: Involved in the mitochondrial fusion, Involved in mitochondrial fragmentation, interacts with MFN1	ENSG00000125741
PARL	Mitochondrial Dynamics	3	PARL: Involved in the mitochondrial fusion, regulates the clevage of OPA1	ENSG00000175193
SPG7	Mitochondrial Dynamics	16	SPG7: Involved in the mitochondrial fusion, known to maintain the OPA1 isoforms	ENSG00000197912
AFG3L2	Mitochondrial Dynamics	18	AFG3L2: Involved in the mitochondrial fusion, known to maintain the OPA1 isoforms	ENSG00000141385
OMA1	Mitochondrial Dynamics	1	OMA1: Involved in the mitochondrial fusion, know to induce proteolytic inactivation of OPA1	ENSG00000162600
YME1L1	Mitochondrial Dynamics	10	YME1L1: Involved in the mitochondrial fusion, known to cleave OPA1	ENSG00000136758
PLD6	Mitochondrial Dynamics	17	PLD6: Involved in the mitochondrial fusion, promotes mitofusin-mediated fusion	ENSG00000179598
MARCH5	Mitochondrial Dynamics	10	MARCH5: Involved in the mitochondrial fusion and fission, control of mitochondrial morphology by regulating MFN2 and DNM1L	ENSG00000198060
TRAP1	Mitochondrial Dynamics	16	TRAP1: Involved in the mitochonrial fission, known to regulate fission proteins DNM1L and MFF	ENSG00000126602
DNM1L	Mitochondrial Dynamics	12	DNM1L: Involved in the mitochondrial fission, mediates the division of mitochondria	ENSG00000087470
MFF	Mitochondrial Dynamics	2	MFF: Involved in the mitochondrial fission, suggested to have roles in recruiting DNM1L	ENSG00000168958
MIEF1	Mitochondrial Dynamics	22	MIEF1: Involved in the mitochondrial fission, suggested to have roles in recruiting DNM1L	ENSG00000100335
MIEF2	Mitochondrial Dynamics	17	MIEF2: Involved in the mitochondrial fission, suggested to have roles in recruiting DNM1L	ENSG00000177427
FIS1	Mitochondrial Dynamics	7	FIS1: Involved in the mitochondrial fission, facilitates binding and assembly of DNM1L	ENSG00000214253
MTFP1	Mitochondrial Dynamics	22	MTFP1: Involved in the mitochondrial fission, role in mitochondrial fragmentation and is dependent on DNM1L expression	ENSG00000242114
GDAP1	Mitochondrial Dynamics	8	GDAP1: Involved in the mitochondrial fission, know to have a role in the mitochondrial fragmentation	ENSG00000104381
SH3GLB1	Mitochondrial Dynamics	1	SH3GLB1: Involved in the mitochondrial fission, proposed to be involved in the lipid remodeling of the outer membrane during fission	ENSG00000097033
PKIA	Mitochondrial Dynamics	8	PKIA: Involved in the mitochondrial fission, is known to inhibit GTPase activity of DNM1L	ENSG00000171033
BECN1	Mitochondrial Dynamics	17	BECN1: Involved in the mitophagy, involved in the initiation of autophagy	ENSG00000126581
AMBRA1	Mitochondrial Dynamics	11	AMBRA1: Involved in the mitophagy, translocates to the mitochondria and facilitate phagophore formation	ENSG00000110497
BNIP3	Mitochondrial Dynamics	10	BNIP3: Involved in the mitophagy, cause permeabilization of the mitochondrial membrane and also acts as a proapoptotic factor	ENSG00000176171
BNIP3L	Mitochondrial Dynamics	8	BNIP3L: Involved in the mitophagy, cause permeabilization of the mitochondrial membrane and also regulate mitophagy	ENSG00000104765
MAP1LC3A	Mitochondrial Dynamics	20	MAP1LC3A: Involved in the mitophagy, interacts with BNIP3 and BNIP3L to remove mitochondria via autophagy	ENSG00000101460
GABARAP	Mitochondrial Dynamics	17	GABARAP: Involved in the mitophagy, interacts with BNIP3 and BNIP3L to remove mitochondria via autophagy	ENSG00000170296
SQSTM1	Mitochondrial Dynamics	5	SQSTM1: Involved  in the mitophagy, recruited to mitochondria and binds mitochondrial substrates on the autophagosomes	ENSG00000161011
RHOT1	Mitochondrial Dynamics	17	RHOT1: Involved in the mitophagy, tethers mitochondria to the tubulin network but phosphorylation by PINK1 results in the disattachment of mitochondria	ENSG00000126858
RHOT2	Mitochondrial Dynamics	16	RHOT2: Involved in the mitophagy, tethers mitochondria to the tubulin network but phosphorylation by PINK1 results in the disattachment of mitochondria	ENSG00000140983
KIF5B	Mitochondrial Dynamics	10	KIF5B: Involved in the mitochondrial movement, have role in the mitochondrial distribution in neurons	ENSG00000170759
KIF1B	Mitochondrial Dynamics	1	KIF1B: Involved in the mitochondrial movement, have role in the mitochondrial distribution in neurons	ENSG00000054523
DYNLL1	Mitochondrial Dynamics	12	DYNLL1: Involved in the mitochondrial movement, have role in the retrograde mitochondrial movement	ENSG00000088986
SYBU	Mitochondrial Dynamics	8	SYBU: Involved in the mitochondrial movement, have a role in linking the mitochondria to KIF5B	ENSG00000147642
TRAK1	Mitochondrial Dynamics	3	TRAK1: Involved in the mitochondrial movement, acts as a adapter linking kinesin-1 to mitochondria	ENSG00000182606
TRAK2	Mitochondrial Dynamics	2	TRAK2: Involved in the mitochondrial movement, acts as a adapter linking kinesin-1 to mitochondria	ENSG00000115993
MSTO1	Mitochondrial Dynamics	1	MSTO1: Involved in the regulation of mitochondrial distribution and morphology	ENSG00000125459
TOMM20	Import & Sorting	1	TOMM20: Outer membrane translocation, recognize presequences on the mitochondrial outer membrane	ENSG00000173726
TOMM22	Import & Sorting	22	TOMM22: Outer membrane translocation, recognize presequences on the mitochondrial outer membrane	ENSG00000100216
TOMM40	Import & Sorting	19	TOMM40: Outer membrane translocation, forms the outer membrane channel forming protein	ENSG00000130204
TOMM40L	Import & Sorting	1	TOMM40L: Outer membrane translocation, forms the outer membrane channel forming protein	ENSG00000158882
TOMM5	Import & Sorting	9	TOMM5: Outer membrane translocation, transports preprotein to the import pore formed by TOMM40	ENSG00000175768
TOMM70A	Import & Sorting	3	TOMM70A: Outer membrane translocation, recognizes proteins with internal targeting signals	ENSG00000154174
TOMM6	Import & Sorting	6	TOMM6: Outer membrane translocation, required for the assembly and stability of the TOM complex	ENSG00000214736
TOMM7	Import & Sorting	7	TOMM7: Outer membrane translocation, required for the assembly and stability of the TOM complex	ENSG00000196683
TIMM50	Import & Sorting	19	TIMM50: Inner membrane translocation, guides the preproteins to the import channel formed by TIMM23	ENSG00000105197
TIMM17A	Import & Sorting	1	TIMM17A: Inner membrane translocation, might influence the channel activity formed by the TIMM23	ENSG00000134375
TIMM17B	Import & Sorting	X	TIMM17B: Inner membrane translocation, might influence the channel activity formed by the TIMM23	ENSG00000126768
TIMM23	Import & Sorting	10	TIMM23: Inner membrane translocation, forms the main channel of TIMM23 complex	ENSG00000265354
TIMM21	Import & Sorting	18	TIMM21: Inner membrane translocation, connects TOMM and TIMM complex and may assist in the release of preprotein from the TOMM complex	ENSG00000075336
HSPA9	Import & Sorting	5	HSPA9: Presequence translocase associated motor, binds to the preprotein and drives it into the matrix in association with other chaperones and also involved in the mediation of the interaction between VDAC1 and Inositol-1,4,5-triphosphate receptors	ENSG00000113013
TIMM44	Import & Sorting	19	TIMM44: Presequence translocase associated motor, gets asssociated with the HSPA9 to drive proteins into the matrix	ENSG00000104980
DNAJC19	Import & Sorting	3	DNAJC19: Presequence translocase associated motor, could stimulate the ATPase activity of HSPA9	ENSG00000205981
PAM16	Import & Sorting	16	PAM16: Presequence translocase associated motor, controls the activity of DNAJC19	ENSG00000217930
GRPEL1	Import & Sorting	4	GRPEL1: Presequence translocase associated motor, acts as a nucleotide exchange factor releasing the ADP from HSPA9	ENSG00000109519
GRPEL2	Import & Sorting	5	GRPEL2: Presequence translocase associated motor, acts as a nucleotide exchange factor releasing the ADP from HSPA9	ENSG00000164284
TIMM9	Import & Sorting	14	TIMM9: Innermembrane carrier pathway, forms complex with TIMM10 and performs chaperone like activity in the intermembrane space	ENSG00000100575
TIMM10	Import & Sorting	11	TIMM10: Innermembrane carrier pathway, forms complex with TIMM9 and performs chaperone like activity in the intermembrane space	ENSG00000134809
TIMM8A	Import & Sorting	X	TIMM8A: Innermembrane carrier pathway, forms complex with TIMM13 and also performs the transfer of inner membrane proteins	ENSG00000126953
TIMM8B	Import & Sorting	11	TIMM8B: Innermembrane carrier pathway, forms complex with TIMM13 and also performs the transfer of inner membrane proteins	ENSG00000150779
TIMM13	Import & Sorting	19	TIMM13: Innermembrane carrier pathway, forms complex with TIMM8 and performs the transfer of inner membrane proteins	ENSG00000099800
TIMM22	Import & Sorting	17	TIMM22: Innermembrane carrier pathway, forms the core channel and inserts proteins into inner membrane	ENSG00000177370
CHCHD4	Import & Sorting	3	CHCHD4: Intermembrane transport and assembly, acts as a receptor at the inter membrane space and recognizes incoming precursor proteins	ENSG00000163528
GFER	Import & Sorting	16	GFER: Intermembrane transport and assembly, it is know to oxidize CHCHD4 and then the oxidized CHCHD4 acts as a receptor for the pre proteins	ENSG00000127554
SAMM50	Import & Sorting	22	SAMM50: Outermembrane sorting and assembly machinary, central component of SAMM complex and inserts beta barrel proteins into the outer membrane	ENSG00000100347
PMPCA	Import & Sorting	9	PMPCA: Presequence of preproteins are removed by proteolytic enzyme mitochondrial processing peptidase	ENSG00000165688
PMPCB	Import & Sorting	7	PMPCB: Presequence of preproteins are removed by proteolytic enzyme mitochondrial processing peptidase	ENSG00000105819
MIPEP	Import & Sorting	13	MIPEP: Secondary cleavage of the pre proteins processed by the mitochondrial processing peptidase	ENSG00000027001
IMMP1L	Import & Sorting	11	IMMP1L: Inner membrane peptidase that cleaves hydrophobic sorting signal	ENSG00000148950
IMMP2L	Import & Sorting	7	IMMP2L: Inner membrane peptidase that cleaves hydrophobic sorting signal	ENSG00000184903
SSBP1	Replication & Transcription	7	SSBP1: Promotes helical destabilization for the DNA helicases and Polymerase gama (POLG) to support mtDNA replication	ENSG00000106028
C10orf2	Replication & Transcription	10	C10orf2: Mitochondrial DNA (mtDNA) helicase (TWINKLE) plays a important role in the maintenance of mtDNA	ENSG00000107815
RNASEH1	Replication & Transcription	2	RNASEH1: May have role in the removal of RNA primers at the origin of replication on heavy and light strands	ENSG00000171865
TOP1MT	Replication & Transcription	8	TOP1MT: Suggested to have a role in the removal of positive supercoils created by helicase activity	ENSG00000184428
TOP3A	Replication & Transcription	17	TOP3A: May also be present in mitochondrial with the role in the removal of positive supercoils during replication	ENSG00000177302
LIG3	Replication & Transcription	17	LIG3: involved in the mitochondrial DNA replication and repair	ENSG00000005156
TERT	Replication & Transcription	5	TERT: Role in the protection of mitochondrial integrity with a suggested role in mt-DNA replication and/or repair	ENSG00000164362
TFAM	Replication & Transcription	10	TFAM: A key activator of mitochondrial transcription and also functions in replication and repair	ENSG00000108064
TFB1M	Replication & Transcription	6	TFB1M: Regulates the stability of small subunit of mitochondrial ribosome by its methylation activity. It also plays a very important role in transcription	ENSG00000029639
TFB2M	Replication & Transcription	1	TFB2M: Essential transcription faactor involved in the transcription of mitochondrial genes	ENSG00000162851
NRF1	Replication & Transcription	7	NRF1: Regulates the expression of TFB1M and TFB2M which are two mitochondrial transcription factors	ENSG00000106459
NFE2L2	Replication & Transcription	2	NFE2L2: Regulates the expression of TFB1M and TFB2M which are two mitochondrial transcription factors	ENSG00000116044
PPARGC1A	Replication & Transcription	4	PPARGC1A: Regulates the expression of TFB1M and TFB2M which are two mitochondrial transcription factors	ENSG00000109819
POLRMT	Replication & Transcription	19	POLRMT: provides primers for the initiation of replication of the mitochondria genome	ENSG00000099821
RMRP	Replication & Transcription	9	RMRP: RNA component of mitochondrial RNA processing endoribonuclease: cleaves mitochondrial RNA at the priming site of mitochondrial DNA replication	ENSG00000277027
UNG	Replication & Transcription	12	UNG: prevent mutagenesis by eliminating uracil from DNA molecules	ENSG00000076248
OGG1	Replication & Transcription	3	OGG1: responsible for the excision of 8-oxoguanine	ENSG00000114026
NTHL1	Replication & Transcription	16	NTHL1: Involved in the repair of mispairs in DNA	ENSG00000065057
MUTYH	Replication & Transcription	1	MUTYH: Involved in the mitochondrial DNA base excision repair	ENSG00000132781
APEX1	Replication & Transcription	14	APEX1: Involved in the mitochondrial DNA base excision repair	ENSG00000100823
APEX2	Replication & Transcription	X	APEX2: Involved in the mitochondrial DNA base excision repair	ENSG00000169188
ENDOG	Replication & Transcription	9	ENDOG: Nuclease which processes the RNA primers for heavy strand replication also has a role in apopptosis where after release from the mitochondria induces nucleosomal DNA fragmentation	ENSG00000167136
POLG	Replication & Transcription	15	POLG: Mitochondrial DNA polymerasein addition it also shows 3' to 5' exonuclease activity and ensure faithful replication	ENSG00000140521
POLG2	Replication & Transcription	17	POLG2: Acts as catalytic subunit of mitochondrial DNA polymerase	ENSG00000256525
MTERF1	Replication & Transcription	7	MTERF1: Mitochondrial transcription termination factor	ENSG00000127989
MTERF2	Replication & Transcription	12	MTERF2: Mitochondrial transcription termination factor	ENSG00000120832
MTERF3	Replication & Transcription	8	MTERF3: Mitochondrial transcription termination factor	ENSG00000156469
MTERF4	Replication & Transcription	2	MTERF4: Mitochondrial transcription termination factor	ENSG00000122085
TRMT10C	Replication & Transcription	3	TRMT10C: Cleaves the 5' terminus of mitochondrial tRNAs	ENSG00000174173
KIAA0391	Replication & Transcription	14	KIAA0391: Human mitochondrial tRNA processing enzyme	ENSG00000100890
HSD17B10	Replication & Transcription	X	HSD17B10: Human mitochondrial tRNA processing enzyme	ENSG00000072506
ELAC2	Replication & Transcription	17	ELAC2: Endolytic processing the 3' end of tRNA	ENSG00000006744
TRNT1	Replication & Transcription	3	TRNT1: Mitochondrial CCA adding enzyme, adds CCA sequence to the 3' end of tRNA	ENSG00000072756
DGOUK	Replication & Transcription	2	DGOUK: Involved in the phosphorylation of recycled deoxyribonucleosides in mitochondria specific for guanosine, adenosine and inosine	ENSG00000114956
TK2	Replication & Transcription	16	TK2: Involved in the phosphorylation of recycled deoxyribonucleosides in mitochondria specific for thymidine, cytidine and uridine	ENSG00000166548
NTM5	Replication & Transcription	17	NTM5: Pyrimidine 5', 3' deoxyribonucleotidase that dephosphorylates dTMP	ENSG00000205309
AK3	Replication & Transcription	9	AK3: Phosphorylates the deoxyribonucleoside mono phosphates specifically on dAMP	ENSG00000147853
AK4	Replication & Transcription	1	AK4: Phosphorylates the deoxyribonucleoside mono phosphates specifically on dAMP	ENSG00000162433
CMPK2	Replication & Transcription	2	CMPK2: Phosphorylates the deoxyribonucleoside mono phosphates specifically on dCMP	ENSG00000134326
NME4	Replication & Transcription	16	NME4: Shows mitochondrial nucleoside diphosphate kinase activity	ENSG00000103202
SLC25A19	Replication & Transcription	17	SLC25A19: Transports thiamine pyrophosphates into mitochondria	ENSG00000125454
SLC25A33	Replication & Transcription	1	SLC25A33: Mitochondrial pyrimidine nucleotide carrier	ENSG00000171612
